snapshot_id,mid_price,spread,true_is_spoof,bid_size_l0,bid_placed_l0,bid_canceled_l0,bid_executed_l0,bid_size_l1,bid_placed_l1,bid_canceled_l1,bid_executed_l1,bid_size_l2,bid_placed_l2,bid_canceled_l2,bid_executed_l2,bid_size_l3,bid_placed_l3,bid_canceled_l3,bid_executed_l3,bid_size_l4,bid_placed_l4,bid_canceled_l4,bid_executed_l4,ask_size_l0,ask_placed_l0,ask_canceled_l0,ask_executed_l0,ask_size_l1,ask_placed_l1,ask_canceled_l1,ask_executed_l1,ask_size_l2,ask_placed_l2,ask_canceled_l2,ask_executed_l2,ask_size_l3,ask_placed_l3,ask_canceled_l3,ask_executed_l3,ask_size_l4,ask_placed_l4,ask_canceled_l4,ask_executed_l4,bid_size,ask_size,total_bid_depth,total_ask_depth,order_book_imbalance,num_orders_placed,num_orders_canceled,num_orders_executed,cancel_to_trade_ratio,order_lifetime_ms,price_impact,spoofed_level_depth,top_size,rolling_avg_size,top_level_size_ratio,bid_cancel_ratio_l0,bid_cancel_ratio_l1,bid_cancel_ratio_l2,bid_cancel_ratio_l3,bid_cancel_ratio_l4,ask_cancel_ratio_l0,ask_cancel_ratio_l1,ask_cancel_ratio_l2,ask_cancel_ratio_l3,ask_cancel_ratio_l4,bid_size_velocity_l0,bid_size_velocity_l1,bid_size_velocity_l2,bid_size_velocity_l3,bid_size_velocity_l4,ask_size_velocity_l0,ask_size_velocity_l1,ask_size_velocity_l2,ask_size_velocity_l3,ask_size_velocity_l4,max_cancel_ratio_across_levels,max_size_velocity_across_levels,is_anomaly,anomaly_score
917,49980.0507192621,6.454882303705305,false,6.604238896233051,8,5,3,5.21904379742497,9,6,3,5.870176006629293,18,18,0,64.27961279262159,8,6,2,12.94648874977977,18,14,4,5.163476971962661,16,8,8,8.764999605117282,18,16,2,13.05282420850052,18,14,4,9.426210082161374,7,4,3,10.177043772309554,13,9,4,6.604238896233051,5.163476971962661,94.91956024268868,46.58455464005139,0.3415802122976492,133,100,33,2.9411764705882355,973.6655739895125,0.43492642181863406,0,6.604238896233051,11.6320423214755,0.56776262617615,1.25,1.5,18.0,2.0,2.8,0.8888888888888888,5.333333333333333,2.8,1.0,1.8,0.0979981502203591,0.2697622542556196,-0.8502278400932284,2.6700267156442647,-1.6591906121386375,-1.1568136838745067,0.4119123660794951,-0.10784050604267438,-0.7616690242968089,-0.549113606896989,18.0,2.6700267156442647,false,0.5288926422773642
918,49981.958175238535,4.576906555293816,false,6.336422208523808,16,16,0,6.290066473266292,15,11,4,8.923348036747004,18,13,5,14.326076789080087,17,11,6,15.576129844660239,12,12,0,3.5720017444575696,15,14,1,20.716279569106163,10,10,0,6.119675708991933,6,5,1,14.702450594021172,7,5,2,23.436956037070708,14,11,3,6.336422208523808,3.5720017444575696,51.45204335227743,68.54736365364755,-0.14246170650264997,130,108,22,4.695652173913044,764.6164556991237,0.6608449504250756,0,6.336422208523808,11.566980093115442,0.547802637984584,16.0,2.2,2.1666666666666665,1.5714285714285714,12.0,7.0,10.0,2.5,1.6666666666666667,2.75,-0.07109406778513248,0.2621475505243318,0.25192736791755,-2.1155722932149432,0.11422556378360633,-0.25171621736763317,1.0276852658125808,-0.29273943962066984,0.3471335323418443,0.5029694515363934,16.0,2.1155722932149432,false,0.4121895639450224
919,49981.74144613092,6.240341171914653,false,7.357091444370375,12,11,1,3.1855652171778064,9,6,3,10.954876087236903,11,9,2,158.18640998917516,13,11,2,36.19032455377145,8,5,3,10.718044276944578,16,8,8,14.692887372624158,14,11,3,5.376908020336295,7,5,2,6.8552555833114655,11,9,2,12.319235494119416,15,13,2,7.357091444370375,10.718044276944578,215.8742672917317,49.96233074733592,0.6241124727303846,116,88,28,3.0344827586206895,771.0750402056481,0.6223594865118953,0,10.718044276944578,11.6251419472206,0.9219710456530903,5.5,1.5,3.0,3.6666666666666665,1.25,0.8888888888888888,2.75,1.6666666666666667,3.0,4.333333333333333,0.27309658881331483,-0.8791431879345173,0.17537990009485943,2.8228780324931586,0.9033399480847797,1.0551146847376374,-0.5226202332174379,-0.03330100091979873,-0.5113308418812017,-0.4713611475489517,5.5,2.8228780324931586,false,0.5363020704360814
920,49978.30532699624,6.722013400684245,false,6.46496823146858,9,6,3,3.1469817317329105,11,10,1,11.974169422642804,10,7,3,21.451697001231686,15,11,4,53.7794496208554,13,12,1,5.126883024338316,13,12,1,9.817949091585493,8,8,0,10.921307570266734,10,10,0,13.46886508069099,11,7,4,24.96314249171789,9,7,2,6.46496823146858,5.126883024338316,96.81726600793138,64.29814725859941,0.2018374163590176,109,90,19,4.5,791.5101467349881,0.7064322130057687,0,6.46496823146858,11.442758813006062,0.5649833521021497,1.5,5.0,1.75,2.2,6.0,6.0,8.0,10.0,1.4,2.3333333333333335,-0.24577103774749495,-0.010888934283031509,0.08803300858349901,-1.956768540764123,0.7551453320546783,-0.8498851483327791,-0.4891936195884188,0.24796234980389567,0.4390314601386121,0.7260674533833464,10.0,1.956768540764123,false,0.4149670641985647
921,49977.05900451992,6.487072283148973,false,8.864524451275054,13,10,3,6.4977086094159064,14,12,2,7.8201627354312295,18,17,1,11.383780535997264,19,12,7,25.32745960971485,10,10,0,6.64334982629644,12,12,0,8.54320044507289,14,13,1,21.83212678343663,7,6,1,14.16081246927955,11,9,2,8.865350307270608,8,5,3,8.864524451275054,6.64334982629644,59.893635941834305,60.04483983135612,-0.0012606787650674407,126,106,20,5.0476190476190474,716.9164566448334,0.6040076941297452,0,8.864524451275054,11.340731725179841,0.781653659224928,2.5,4.0,8.5,1.5,10.0,12.0,6.5,3.0,3.0,1.25,0.7094193708917675,0.9275938786393,-0.5454028267680531,-0.14396192941126,-1.1367479720656928,0.2432568500602904,-0.15142737808817167,0.49461908269134,0.05009005161727226,-1.1587092036202178,12.0,1.1587092036202178,false,0.4329045551233446
922,49980.392278497835,6.767908307071041,false,11.970990358001375,18,15,3,21.28367824445695,19,12,7,25.05466320246235,17,11,6,13.451553965723521,15,15,0,35.80944913891601,11,11,0,7.699897113523995,19,16,3,5.997865818158995,18,17,1,9.458715183125413,15,15,0,11.372191063605475,11,9,2,21.681804896965645,10,10,0,11.970990358001375,7.699897113523995,107.5703349095602,56.21047407537952,0.31358900442910514,153,131,22,5.695652173913044,752.0232800264357,0.36884618828929294,0,11.970990358001375,11.38683091066237,1.051301319210072,3.75,1.5,1.5714285714285714,15.0,11.0,4.0,8.5,15.0,3.0,10.0,0.8875679635698969,2.4870054412556812,2.262346244189016,0.029577951752644892,0.417091287871619,0.17677240220994883,-0.3220509945529685,-0.5691306668363858,-0.23558577379840012,1.060473116463576,15.0,2.4870054412556812,false,0.4784769306704451
923,49984.35412398303,5.977298509823196,false,5.4151113248896054,6,3,3,32.26161028658488,18,11,7,18.673421411995133,15,11,4,7.212476578819639,6,6,0,23.74088488596713,16,14,2,5.413252394125095,14,11,3,13.389504398775237,13,9,4,15.238572902543083,11,9,2,10.915807495890625,14,13,1,12.673448113536876,18,18,0,5.4151113248896054,5.413252394125095,87.3035044882564,57.63058530487092,0.20473388438661547,131,105,26,3.888888888888889,877.3982878826653,0.7492808973816227,0,5.4151113248896054,11.257248779118967,0.4810332818560497,0.75,1.375,2.2,6.0,4.666666666666667,2.75,1.8,3.0,6.5,18.0,-1.5980929183590955,1.6902262345893841,-0.8415490652540456,-0.08926281721135979,-0.48422578130309285,-0.39155553152410244,0.8888749999453479,0.3520134344477289,-0.059246694468998044,-0.7396085136530844,18.0,1.6902262345893841,false,0.4511662144446965
924,49981.49493838854,7.632981207183171,false,12.250199874723465,12,11,1,6.607421792511982,11,11,0,13.105700586795798,6,4,2,40.836624783850496,13,10,3,25.593804429321537,11,8,3,13.175655677976488,16,12,4,10.394880344805495,10,9,1,23.883125873612425,10,9,1,22.798352299677035,13,13,0,12.418816596933777,15,14,1,12.250199874723465,13.175655677976488,98.39375146720327,82.67083079300522,0.08683598127215508,117,101,16,5.9411764705882355,840.4589675713718,0.7674766776844486,0,13.175655677976488,11.354070723698198,1.1604345259604805,5.5,11.0,1.3333333333333333,2.5,2.0,2.4,4.5,4.5,13.0,7.0,1.6312579947946058,-2.3684459213353715,-0.7109542943229439,0.4752574529124192,0.07654433720001531,1.2043395412205609,-0.38711732635839263,0.9433461348641325,1.696909721537747,-0.022178379424538094,13.0,2.3684459213353715,false,0.4189419939528348
925,49980.873000874264,8.293386009990463,false,3.943396614750011,10,9,1,10.311383195995033,17,11,6,12.164621107532056,11,8,3,26.937060834308635,8,6,2,31.491150059433217,14,10,4,8.534513404952795,14,8,6,8.488642969343188,15,14,1,12.43438391363541,8,8,0,11.324075989641496,14,9,5,26.490071924566227,10,9,1,3.943396614750011,8.534513404952795,84.84761181201895,67.27168820213912,0.11554039236470329,121,92,29,3.066666666666667,813.4150755417406,0.6128909740531255,0,8.534513404952795,11.11938730992692,0.7675345023132293,4.5,1.5714285714285714,2.0,2.0,2.0,1.1428571428571428,7.0,8.0,1.5,4.5,-1.8666882234267048,0.3428064181421502,-0.12001739344131973,-0.19598484125604074,0.24924778596430877,-0.8805022246269073,-0.3291632747268924,-1.3371285904157306,-1.4455800446378118,1.1351303054519055,8.0,1.8666882234267048,false,0.3889820561687761
926,49983.40022768179,5.643120427332112,false,8.813624385182326,19,10,9,14.512164106237144,16,16,0,6.787582746765773,7,5,2,28.664801097275454,11,7,4,30.04230431202766,13,13,0,10.504052971030491,7,4,3,3.4475014961266606,15,12,3,9.218344457873494,7,7,0,16.675801859529756,14,14,0,25.163561801334335,9,9,0,8.813624385182326,10.504052971030491,88.82047664748836,65.00926258589473,0.1547894066534716,118,97,21,4.409090909090909,816.5786826447973,0.720811889328932,0,10.504052971030491,11.013548164627002,0.9537392322636866,1.0,16.0,1.6666666666666667,1.4,13.0,1.0,3.0,7.0,14.0,9.0,1.0351374807125657,0.39056308662567524,-0.6974300346622824,0.024362780492824462,-0.0755770213119995,0.3875067954560494,-0.8398315241368114,-0.39252755066351375,0.6646122228664618,-0.10724859675515955,16.0,1.0351374807125657,false,0.4515592445783844
927,49983.16441390938,7.269663710137584,false,8.071935726768638,13,8,5,17.582184397376004,7,3,4,6.685084051996347,14,14,0,15.759206451027612,19,19,0,28.41079132549392,13,9,4,4.097343215146851,19,13,6,18.048174991821586,15,8,7,5.946703753321337,17,13,4,18.107099830898996,15,14,1,18.50725138643069,12,8,4,8.071935726768638,4.097343215146851,76.50920195266252,64.70657317761945,0.08357868491784491,144,109,35,3.0277777777777777,876.4350697561352,0.5605392323163019,0,8.071935726768638,11.027984134555487,0.7319502484117419,1.3333333333333333,0.6,14.0,19.0,1.8,1.8571428571428572,1.0,2.6,7.0,1.6,-0.1573075526643746,0.2849354405590962,-0.014824749354231597,-0.18608248845063508,-0.1145620095185036,-1.2954941700498652,1.9430256839632254,-0.3984694479578927,0.2052573260929361,-0.5762037078043247,19.0,1.9430256839632254,false,0.40859145464739793
928,49981.2460061844,5.736442203191361,false,4.231789144801586,12,6,6,15.348230937115964,8,7,1,7.876162893061921,15,10,5,18.78242936305254,13,11,2,35.3944799590961,11,9,2,5.743396161168883,7,3,4,9.083969441249211,14,9,5,12.07817406238121,15,14,1,6.135963863940675,10,7,3,23.291146196519453,17,13,4,4.231789144801586,5.743396161168883,81.63309229712812,56.33264972525943,0.18338206427913978,122,89,33,2.6176470588235294,858.5458599011379,0.6362322960423551,0,5.743396161168883,10.94058066949058,0.5249626445500456,0.8571428571428571,3.5,1.6666666666666667,3.6666666666666665,3.0,0.6,1.5,7.0,1.75,2.6,-0.7865666946941489,-0.2062627957331545,0.17388325371270777,0.044771585762660764,0.4868618299336898,0.3329837061658182,-1.2808818110748483,0.7523674764002515,-1.5267864273595915,0.44184392546783385,7.0,1.5267864273595915,false,0.42744548707855096
929,49975.841317797014,7.919503994192882,false,12.995969265378596,7,3,4,16.721352837476502,14,8,6,27.237462699309788,15,15,0,8.251486200224553,9,8,1,18.12354463421589,16,16,0,9.326029650821232,18,9,9,4.99561778180492,11,10,1,20.16839206421066,16,11,5,15.745659905584102,8,5,3,27.63915592253686,9,8,1,12.995969265378596,9.326029650821232,83.32981563660533,77.87485532495778,0.033838723649317885,123,93,30,3.0,909.5004141252523,0.7520591389380221,0,12.995969265378596,10.896092502395136,1.1927183311376874,0.6,1.1428571428571428,15.0,4.0,16.0,0.9,5.0,1.8333333333333333,1.25,4.0,1.5505093400666787,0.12786826722694195,2.0978111844097276,-0.23414137133646012,-1.2450524923252377,0.7967379585419926,-0.5946856773891823,0.9561671250374647,1.193470015346626,0.42845187140734736,16.0,2.0978111844097276,false,0.42416801215305583
930,49979.46470870834,3.797106679603527,false,5.928857063795453,12,6,6,5.10842667710432,10,9,1,9.66423080687325,9,9,0,22.40353386374933,9,9,0,26.15450958739123,8,6,2,3.9442326108430668,15,11,4,15.228021479887976,14,7,7,10.872905660456178,18,12,6,37.78346227496761,10,7,3,13.78524285421362,6,6,0,5.928857063795453,3.9442326108430668,69.25955799891358,81.61386488036845,-0.08188524291213234,111,82,29,2.7333333333333334,710.526032604259,0.6348052511910081,0,5.928857063795453,10.768286454850221,0.5505850061339141,0.8571428571428571,4.5,9.0,9.0,2.0,2.2,0.875,1.7142857142857142,1.75,6.0,-1.1500557713748742,-1.0096513404651049,-1.5892872387348338,0.9594477781117119,0.6341880795055533,-1.2042983939666314,1.3556042066346088,-1.037930802233658,2.118186132931711,-1.334529432657842,9.0,2.118186132931711,false,0.41134961172217194
931,49979.28078266317,6.311049553579456,false,2.623033162867663,14,7,7,5.920039042846411,8,5,3,23.504511057510236,19,14,5,13.279240421758951,11,11,0,19.10315352988263,18,18,0,8.641891598031163,14,13,1,8.966545691877675,11,9,2,9.282072732323522,9,6,3,22.721901064320715,15,15,0,12.869919585779638,8,5,3,2.623033162867663,8.641891598031163,64.42997721486589,62.48233067233272,0.015346396066363073,127,103,24,4.12,768.6295182838197,0.7438293880539751,0,8.641891598031163,10.750855254653526,0.8038329410388542,0.875,1.25,2.3333333333333335,11.0,18.0,6.5,3.0,1.5,15.0,1.25,-0.5369393263460135,0.07086794900986781,1.17410168319895,-0.6215113635217474,-0.76941880940537,0.9984171690365506,-0.7985993200657133,-0.1965490385888501,-1.2768066938968097,-0.10215911275115849,18.0,1.2768066938968097,false,0.4403119693605414
932,49977.113557324075,4.009668003447128,false,6.009963315628788,11,7,4,8.987159131874787,11,11,0,7.298409373661119,16,13,3,14.947980817858808,10,10,0,34.35737927565539,12,10,2,3.5381659963886904,15,8,7,6.82386370159063,15,10,5,31.727979364322767,16,13,3,25.89005498765181,18,16,2,36.579508114794066,16,12,4,6.009963315628788,3.5381659963886904,71.6008919146789,104.55957216474796,-0.18709464931477887,140,110,30,3.5483870967741935,783.4251770879614,0.5994797139765063,0,6.009963315628788,10.644811499163753,0.5645908634550199,1.4,11.0,3.25,10.0,3.3333333333333335,1.0,1.6666666666666667,3.25,5.333333333333333,2.4,0.5483767924246455,0.29757382652040165,-1.3980893105741157,0.11370784320207833,1.5405786078924713,-1.0256770982195245,-0.27376119527221093,2.236571559171005,0.2698126546537635,2.1448161111082618,11.0,2.236571559171005,false,0.4060001098407584
933,49975.4720890755,5.181180222533894,false,9.288261309564627,17,12,5,5.763847469784759,10,10,0,26.890965420152693,17,12,5,13.187382149513311,19,15,4,19.32475095062919,13,12,1,11.969707470632128,15,12,3,10.313849892411541,12,9,3,11.232915269388682,17,15,2,14.26839321369954,9,6,3,23.879335905186117,15,11,4,9.288261309564627,11.969707470632128,74.45520729964458,71.66420175131802,0.019100854338612454,144,114,30,3.6774193548387095,860.1260397443672,0.5747984887988286,0,11.969707470632128,10.667368208837413,1.1220862762303254,2.0,10.0,2.0,3.0,6.0,3.0,2.25,5.0,1.5,2.2,0.5557775334721154,-0.34384354142037343,1.480019175658455,-0.12119794296611917,-1.454793786624821,1.4953448832907013,0.4645296706312884,-1.6789623837701022,-0.9332437560768984,-1.1046772442392867,10.0,1.6789623837701022,false,0.3892993093723113
934,49977.70674645892,7.286711824973262,false,8.413677465314073,12,7,5,10.917322465255651,6,3,3,31.305707895524584,17,17,0,32.11413044909434,6,6,0,28.013976851191753,17,17,0,8.999857146571461,11,5,6,5.626142700837557,6,5,1,14.634474769748554,19,14,5,19.950790663788776,6,4,2,18.192125731694354,16,13,3,8.413677465314073,8.999857146571461,110.7648151263804,67.4033910126407,0.24337352355619302,116,91,25,3.5,933.8398770062134,0.5031517483565364,0,8.999857146571461,10.538388680135249,0.8540069473368445,1.1666666666666667,0.75,17.0,6.0,17.0,0.7142857142857143,2.5,2.3333333333333335,1.3333333333333333,3.25,-0.16050671620962048,1.0246031965298477,0.33756749332338787,1.6945105808189416,0.8105082629773893,-0.5784241174761079,-0.6168997787539064,0.286238996365241,0.4751679820591902,-0.4862706786940059,17.0,1.6945105808189416,false,0.4459048487461766
935,49972.97649315832,7.544496514986949,false,19.55900591144942,11,9,2,7.381324779250299,15,9,6,18.234225290350466,12,10,2,12.850029407873665,11,7,4,50.89939406448214,11,10,1,10.154271602631376,6,5,1,18.076166263084293,10,5,5,10.850717327317788,14,9,5,12.410606033499157,14,12,2,40.407608823893845,6,5,1,19.55900591144942,10.154271602631376,108.92397945340599,91.89937005042646,0.08477405363988635,110,81,29,2.7,745.6996755817578,0.47188575740585853,0,19.55900591144942,10.800627274225967,1.8109138862817695,3.0,1.2857142857142858,3.3333333333333335,1.4,5.0,2.5,0.8333333333333334,1.5,4.0,2.5,1.9319853302073908,-0.703355050445013,-0.9404325428938143,-1.610019199322641,1.7808573255976838,0.23427543126273595,1.4493227948471525,-0.33292155398088613,-0.6494944317988222,1.714774577643329,5.0,1.9319853302073908,false,0.48715550106005895
936,49971.45229028374,7.147070782180512,false,8.934218738400043,12,12,0,6.766080131868706,18,13,5,8.09476486551925,6,6,0,23.99900078858592,13,11,2,11.33568362066732,14,10,4,8.50492485699713,14,10,4,9.226243841122201,13,9,4,12.80284427477959,15,9,6,12.406633254267438,16,11,5,17.110968455210138,6,6,0,8.934218738400043,8.50492485699713,59.12974814504124,60.051614682376496,-0.007734989057560761,127,97,30,3.129032258064516,932.1738720720238,0.40194006076808114,0,8.934218738400043,10.827449672817343,0.8251452565814906,12.0,2.1666666666666665,6.0,3.6666666666666665,2.0,2.0,1.8,1.2857142857142858,1.8333333333333333,6.0,-1.5683082483403237,-0.12889382735154142,-0.7137715720016083,0.8852658039979646,-2.1484021059963756,-0.33571335434218574,-0.9874716267228283,0.17232352560528474,-0.00034656875228742745,-1.5382073529849216,12.0,2.1484021059963756,false,0.4227439910954381
937,49969.6330721535,8.704654007575963,false,4.226983618349447,9,5,4,19.62099263589649,14,12,2,10.65976380930112,15,12,3,55.72847719313941,15,13,2,63.833538981644985,6,5,1,3.6682736362611594,17,16,1,4.559919942047704,12,11,1,7.465598132943254,10,10,0,28.81053333958362,7,5,2,12.24950625326815,13,9,4,4.226983618349447,3.6682736362611594,154.06975623833145,56.75383130410389,0.46159884702009185,118,98,20,4.666666666666667,932.4447365794101,0.5044699576017532,0,4.226983618349447,10.719838639203552,0.39431410869291755,1.0,4.0,3.0,4.333333333333333,2.5,8.0,5.5,10.0,1.6666666666666667,1.8,-0.6784909733927947,2.014531926279873,0.18030822737396068,2.072209257717119,2.083309045181046,-1.0261030370834925,-0.6158939362699195,-0.467348434684548,1.2968216522452223,-0.32240457192882205,10.0,2.083309045181046,false,0.5006205920267014
938,49968.87434891684,4.309069477615795,false,9.920169014136242,11,6,5,6.149226183427044,16,14,2,15.305654968163841,7,7,0,40.57901128139122,13,13,0,21.4897745094864,7,6,1,3.831345451369806,10,10,0,8.167404573284374,11,9,2,21.470908333270014,11,7,4,50.037819678929075,6,6,0,30.48558049280974,11,10,1,9.920169014136242,3.831345451369806,93.44383595660473,113.99305852966302,-0.09906252513059405,103,88,15,5.5,864.7049337037731,0.436013881828758,0,9.920169014136242,10.71589402846357,0.9257434785922927,1.0,4.666666666666667,7.0,13.0,3.0,10.0,3.0,1.4,6.0,5.0,0.8059390225911538,-1.7474422891709716,0.3251407740256275,-0.9195668688094848,-1.4604779593956105,0.03486107437483896,0.5005906005781539,1.15480442530101,1.609208572408921,1.1274102837758677,13.0,1.7474422891709716,false,0.40315513960680543
939,49968.22324242277,6.795910892844447,false,5.40834351111763,15,7,8,4.928348110325868,15,14,1,3.853997841932985,12,7,5,18.031470773184193,12,11,1,29.691413568455225,18,17,1,3.841089366843607,19,16,3,10.35901524303094,14,12,2,6.172030666044604,8,4,4,10.889501583989459,15,12,3,36.13164051154443,13,12,1,5.40834351111763,3.841089366843607,61.9135738050159,67.39327737145304,-0.04237751918464724,141,112,29,3.7333333333333334,769.8295529046743,0.7551796465798752,0,5.40834351111763,10.667135510960371,0.5070099189759625,0.7777777777777778,7.0,1.1666666666666667,5.5,8.5,4.0,4.0,0.8,3.0,6.0,-0.6852811062883873,-0.1592335045846738,-0.8741226607591971,-1.2608536396269798,0.287186640109113,0.002170052162928575,0.30901723474445336,-1.192380934082701,-2.077231638811196,0.3482490366523885,8.5,2.077231638811196,false,0.41928822923274145
940,49969.579997621106,5.325469066829814,false,12.472718066237237,17,16,1,9.235664009679002,17,9,8,14.454786977662721,6,6,0,34.23498421105872,18,12,6,19.24003023665586,14,10,4,9.855575309553622,9,5,4,13.165141064208179,13,7,6,4.412458914847042,13,12,1,23.015439550755605,8,8,0,53.55373649168034,12,11,1,12.472718066237237,9.855575309553622,89.63818350129354,104.00235133104479,-0.07417955048610209,127,96,31,3.0,857.066001869737,0.6028123889290089,0,12.472718066237237,10.788831634756184,1.1560768105840504,8.0,1.0,6.0,1.7142857142857142,2.0,1.0,1.0,6.0,8.0,5.5,1.0710067237111607,0.6268263255683206,0.8497697104805699,0.8971273773823942,-0.36464078861284177,1.3153267679548126,0.44472855678336937,-0.1403939313449614,0.6827857977675136,1.0836436713378814,8.0,1.3153267679548126,false,0.4148414992591589
941,49966.90253183382,3.8909379961089794,false,6.355795224742414,9,9,0,6.7043855979599565,12,10,2,11.553227370393445,9,5,4,25.025928630895176,13,8,5,49.61128390347177,7,7,0,6.346373456899953,15,11,4,6.888171139587626,7,7,0,6.111404631652359,10,6,4,11.511184045371301,17,14,3,46.585262524290265,11,8,3,6.355795224742414,6.346373456899953,99.25062072746276,77.44239579780151,0.12342437385771284,110,85,25,3.269230769230769,822.0441229178099,0.46700145345129485,0,6.355795224742414,10.641247386173326,0.5972791529121668,9.0,3.3333333333333335,1.0,1.3333333333333333,7.0,2.2,7.0,1.2,3.5,2.0,-0.8944215912654374,-0.36520486582410816,-0.2507101418917502,-0.509718427768649,1.0075319870228037,-0.7816617220764721,-0.9945442483860667,0.13538801673049375,-0.6577334582900874,-0.4250924971957106,9.0,1.0075319870228037,false,0.4568135665560845
942,49962.467046150035,3.070265981206726,false,4.689535833355731,9,9,0,12.339051046965107,17,14,3,17.427423680637602,8,6,2,26.098832048972668,15,11,4,10.186522817704482,6,5,1,7.445369551536078,7,7,0,13.554603548104662,16,11,5,13.258442372732624,19,13,6,17.933557662097787,6,6,0,15.400061679673021,13,11,2,4.689535833355731,7.445369551536078,70.74136542763559,67.59203481414417,0.022766234387262947,116,93,23,3.875,911.5154027643478,0.5831119492325249,0,7.445369551536078,10.526291871597154,0.7073117145483818,9.0,3.5,2.0,2.2,2.5,7.0,1.8333333333333333,1.8571428571428572,6.0,3.6666666666666665,-0.24583461331797007,0.7936551438623412,0.5625379496175849,0.05938759973636888,-1.2112818333820259,0.2643488933986141,1.007222583223155,0.702558201905669,0.36471493580212794,-1.7379687592641095,9.0,1.7379687592641095,false,0.3969376448834472
943,49960.45491087327,7.022502085119423,false,4.426487367257181,6,3,3,13.779673407440066,14,10,4,13.88852796700681,18,16,2,30.823335289522795,18,14,4,21.256413153000995,9,7,2,6.319975245941757,13,9,4,11.503724238674401,13,12,1,13.735590059183941,7,6,1,14.895852228096244,18,13,5,15.254037894339593,12,9,3,4.426487367257181,6.319975245941757,84.17443718422784,61.70917966623594,0.15399438266614707,128,99,29,3.3,692.5966641463067,0.6354338689388007,0,6.319975245941757,10.486414797954929,0.602682171906292,0.75,2.0,5.333333333333333,2.8,2.3333333333333335,1.8,6.0,3.0,2.1666666666666665,2.25,-0.03942769050327417,0.20603042923460368,-0.43220673668746223,0.26148720467046865,0.34092247708337786,-0.3682319275453918,-0.31128325011376706,0.06131331473942315,-0.17632354269405753,-0.008317688374493624,6.0,0.43220673668746223,false,0.5623427176414796
944,49962.52351268257,4.635652224494154,true,9.971546975920672,13,11,2,8.376663322520498,14,12,2,8.73346068487334,13,13,0,11.008567849423972,8,7,1,14.239785255108437,10,9,1,5.432772634356183,7,5,2,187.8404141750941,11,11,0,323.29589987213376,13,13,0,329.74598675680096,14,14,0,51.72475597148514,7,5,2,9.971546975920672,5.432772634356183,52.330024087846915,898.0398294098702,-0.8898744022755923,110,100,10,9.090909090909092,752.4057984025609,0.401958301906737,3,9.971546975920672,10.463046563304344,0.9530251935313523,3.6666666666666665,4.0,13.0,3.5,4.5,1.6666666666666667,11.0,13.0,14.0,1.6666666666666667,0.7997088999275256,-0.765427350062834,-0.6441451886630077,-1.0927970729264025,-0.21660575802300883,-0.3014634865751355,3.1533829918309078,3.15152210327372,3.111178602608441,1.737220915696829,14.0,3.1533829918309078,true,0.5810029274984063
945,49967.320432225424,8.154491682772862,true,6.896500985995512,9,6,3,8.648935998735515,7,3,4,6.543796431583456,16,10,6,28.712420640095104,13,13,0,22.23565308780457,7,7,0,15.243361390590472,15,14,1,266.6780703839218,16,16,0,115.30256094521518,12,12,0,110.32212147285321,12,12,0,18.78807921725179,7,6,1,6.896500985995512,15.243361390590472,73.03730714421417,526.3341934098324,-0.7562870203982004,114,99,15,6.1875,512.2602345501349,0.530961267076723,3,15.243361390590472,10.602157836757947,1.4377602772278448,1.5,0.6,1.4285714285714286,13.0,7.0,7.0,16.0,12.0,12.0,3.0,-0.5307147865155188,0.0390961902224226,-0.31048012188802254,0.9827591255807291,0.25396752944708745,2.2471058875768257,1.335921310691257,-1.6765566095165314,-1.7059112724696868,-1.4531477087935882,16.0,2.2471058875768257,true,0.5803608759934686
946,49964.19659892616,2.4421165036709436,true,6.098758396761235,15,9,6,4.888698975707284,13,7,6,14.658955828620027,6,5,1,18.2027694964828,16,12,4,18.617072944065523,7,6,1,10.05810295207465,8,8,0,385.68276868669176,15,15,0,321.77501478763503,16,16,0,401.774399069841,11,11,0,37.49164035753133,12,11,1,6.098758396761235,10.05810295207465,62.46625564163688,1156.781925853774,-0.8975331575807283,119,100,19,5.0,562.1677397748374,0.739899671816201,3,10.05810295207465,10.27185811727532,0.979190214393521,1.2857142857142858,1.0,2.5,2.4,3.0,8.0,15.0,16.0,11.0,5.5,-0.16709700140271197,-0.5317384870740753,1.1878726222179155,-0.5826086805151991,-0.12580717175829262,-1.1053244920421736,1.8451958603719003,1.4905641539505607,1.8656481700561343,0.842468821135596,16.0,1.8656481700561343,true,0.5757553728463403
